,Company,TypeName,Inches,ScreenResolution,Resolution,Cpu,Gpu,GHz,RamGB,MemoryGB,Extra GB,Disk,OpSys,Price,
590,Asus,2 in 1 Convertible,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 520,2.5,8,1024,,HDD,Windows 10,472,
591,Lenovo,Notebook,15.6,1920,1080,AMD A12-Series 9720P  ,AMD Radeon 530,3.6,12,512,,SSD,Windows 10,606,
592,Dell,2 in 1 Convertible,11.6,1366,768,Intel Core M 7Y30 ,Intel HD Graphics 615,1,4,128,,SSD,Windows 10,385,
593,Samsung,Notebook,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,16,128,1024,SSD,Windows 10,1086,
594,Lenovo,Notebook,17.3,1920,1080,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,No OS,338,
595,Lenovo,Notebook,15.6,1366,768,Intel Core i3 6100U ,Intel HD Graphics 520,2.3,8,1024,,HDD,Windows 10,293,
596,Lenovo,2 in 1 Convertible,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,1294,
597,Lenovo,Notebook,14,1920,1080,Intel Core i5 7300HQ ,Intel HD Graphics 630,2.5,8,256,,SSD,Windows 10,942,
598,Dell,2 in 1 Convertible,12.5,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,1067,
599,Dell,Workstation,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia Quadro M620,2.8,8,256,,SSD,Windows 10,1127,
600,HP,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,779,
601,HP,Notebook,15.6,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,500,,HDD,Windows 10,427,
602,Acer,Notebook,14,1920,1080,Intel Celeron Quad Core N3450,Intel HD Graphics 500,1.1,4,32,,Flash,Windows 10,210,
603,MSI,Gaming,17.3,1920,1080,Intel Core i7 6820HK ,Nvidia GeForce GTX 970M,2.7,16,128,1024,SSD,Windows 10,1405,
604,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,AMD Radeon R5 M420,2,4,1024,,HDD,Linux,297,
605,MSI,Gaming,15.6,3840,2160,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,256,2048,SSD,Windows 10,1469,
606,Toshiba,Notebook,15.6,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,894,
607,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,6,1024,,HDD,Windows 10,360,
608,Lenovo,2 in 1 Convertible,15.6,1920,1080,Intel Core i7 7700HQ ,Intel HD Graphics 630,2.8,8,256,,SSD,Windows 10,830,
609,Acer,Notebook,14,1366,768,Intel Pentium Quad Core N3710,Intel HD Graphics 405,1.6,4,128,,Flash,Windows 10,223,
610,Lenovo,Notebook,15.6,3840,2160,Intel Xeon E3-1535M v6 ,Nvidia Quadro M2200M,3.1,32,1024,,SSD,Windows 10,3132,
611,Dell,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960<U+039C>,2.6,16,1024,,HDD,Windows 10,562,
612,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,1024,,HDD,Linux,283,
613,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,1024,,HDD,Linux,229,
614,Dell,Notebook,15.6,1366,768,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,4,500,,HDD,Linux,555,
615,Asus,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,128,1024,SSD,Windows 10,746,
616,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,AMD Radeon R5 M420,2.5,4,128,,SSD,Linux,363,
617,HP,Ultrabook,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,888,
618,MSI,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,256,1024,SSD,Windows 10,1449,
619,Acer,2 in 1 Convertible,11.6,1366,768,Intel Celeron Quad Core N3160,Intel HD Graphics 400,1.6,4,32,,Flash,Chrome OS,242,
620,HP,Notebook,14,1366,768,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,8,256,,SSD,Windows 10,718,
621,Lenovo,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 7,936,
622,Dell,Notebook,15.6,1920,1080,Intel Core i5 8250U ,AMD Radeon 530,1.6,4,1024,,HDD,Windows 10,496,
623,Fujitsu,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,510,
624,HP,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 7,595,
625,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 920MX,2.7,8,1024,,HDD,Windows 10,574,
626,Mediacom,Notebook,14,1920,1080,Intel Atom x5-Z8350  ,Intel HD Graphics,1.44,2,32,,Flash,Windows 10,152,
627,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,128,,SSD,No OS,299,
628,Asus,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,6,1024,,HDD,Windows 10,408,
629,Dell,Notebook,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,256,,SSD,Windows 10,1163,
630,Asus,Ultrabook,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1214,
631,Dell,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,16,256,1024,SSD,Windows 10,945,
632,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,4,256,,SSD,Windows 10,530,
633,Lenovo,Notebook,15.6,1920,1080,Intel Core i3 6006U ,Nvidia GeForce 920MX ,2,4,1024,,HDD,Windows 10,370,
634,Asus,Notebook,15.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,8,1024,,HDD,Windows 10,255,
635,Asus,Notebook,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,1024,,HDD,Windows 10,579,
636,Dell,Ultrabook,13.3,3200,1800,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,8,256,,SSD,Windows 10,1194,
637,Lenovo,Notebook,14,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,2,32,,Flash,Windows 10,159,
638,Lenovo,2 in 1 Convertible,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,1123,
639,Dell,Notebook,15.6,3840,2160,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,16,1024,,SSD,Windows 10,1533,
640,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050M,2.8,8,128,1024,SSD,Windows 10,709,
641,HP,Notebook,17,1600,900,AMD A9-Series 9420  ,AMD Radeon R5,3,8,1024,,HDD,Windows 10,333,
642,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1566,
643,Asus,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,8,1024,,HDD,No OS,747,
644,Acer,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,Windows 10,287,
645,Lenovo,Notebook,14,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics,1.6,4,32,,Flash,Windows 10,175,
646,Acer,Ultrabook,14,1920,1080,Intel Core i5 7200U ,Intel Graphics 620,2.5,8,256,,SSD,Windows 10,587,
647,Razer,Gaming,14,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,256,,SSD,Windows 10,1661,
648,Toshiba,Notebook,13.3,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,775,
649,Lenovo,Ultrabook,12.5,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,1012,
650,Asus,Gaming,17.3,1920,1080,Intel Core i7 6820HK ,Nvidia GeForce GTX 1080,2.7,32,512,,SSD,Windows 10,1789,
651,Acer,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,1024,,HDD,Linux,453,
652,Dell,Ultrabook,13.3,1920,1080,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,8,256,,SSD,Windows 10,927,
653,MSI,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,8,128,1024,SSD,Windows 10,761,
654,HP,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,No OS,233,
655,Toshiba,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,500,,HDD,Windows 10,680,
656,Dell,Notebook,15.6,1920,1080,Intel Core i7 8550U ,AMD Radeon 530,1.8,8,256,,SSD,Windows 10,587,
657,Dell,Notebook,15.6,1920,1080,Intel Core i7 8550U ,AMD Radeon 530,1.8,16,256,2048,SSD,Windows 10,725,
658,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960,2.6,8,128,1024,SSD,Windows 10,764,
659,Dell,Gaming,17.3,3840,2160,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,32,512,1024,SSD,Windows 10,2012,
660,Dell,Notebook,14,1920,1080,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,8,256,,SSD,Windows 10,785,
661,Lenovo,Notebook,15.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,500,,HDD,Windows 10,267,
662,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,342,
663,HP,Notebook,15.6,1920,1080,Intel Core i3 6006U ,AMD Radeon R5 M430,2,6,1024,,HDD,Windows 10,344,
664,MSI,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,8,128,1024,SSD,Windows 10,950,
665,Toshiba,Notebook,15.6,1366,768,Intel Core i3 6100U ,Intel HD Graphics 520,2.1,4,128,,SSD,Windows 10,318,
666,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,1024,,HDD,Windows 10,610,
667,HP,Notebook,15.6,1920,1080,Intel Core i7 7500U ,AMD Radeon 530,2.7,8,1024,,HDD,Windows 10,476,
668,Toshiba,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,804,
669,Acer,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,128,,SSD,Linux,263,
670,Microsoft,Ultrabook,13.5,2256,1504,Intel Core i7 7600U ,Intel Iris Plus Graphics 640,2.8,8,256,,SSD,Windows 10 S,1194,
671,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,AMD Radeon R5 M430,2.5,8,128,1024,SSD,Windows 10,522,
672,Lenovo,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,661,
673,Lenovo,Notebook,15.6,1366,768,AMD E-Series E2-9000  ,AMD Radeon R2 Graphics,2.2,4,128,,SSD,Windows 10,223,
674,HP,2 in 1 Convertible,14,1920,1080,Intel Core i3 7100U ,Nvidia GeForce 940MX,2.4,4,128,,SSD,Windows 10,446,
675,MSI,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,16,256,1024,SSD,Windows 10,827,
676,Asus,Ultrabook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,725,
677,HP,2 in 1 Convertible,11.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,8,64,,Flash,Chrome OS,316,
678,LG,Ultrabook,15.6,1920,1080,Intel Core i7 8550U ,Intel HD Graphics 620,1.8,8,512,,SSD,Windows 10,1469,
679,Acer,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050 Ti,2.5,16,256,,SSD,Windows 10,830,
680,MSI,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,256,,SSD,Windows 10,638,
681,Asus,Notebook,15.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,128,,SSD,Windows 10,267,
682,Dell,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1060,2.5,16,128,1024,SSD,Windows 10,1311,
683,HP,Notebook,17.3,1920,1080,Intel Core i3 6006U ,AMD Radeon R5 520,2,4,256,,SSD,Windows 10,446,
684,Lenovo,2 in 1 Convertible,13.3,1920,1080,Intel Core i7 8550U ,Intel UHD Graphics 620,1.8,8,512,,SSD,Windows 10,958,
685,Dell,Gaming,15.6,1920,1080,Intel Core i7 7820HK ,Nvidia GeForce GTX 1070,2.9,16,256,1024,SSD,Windows 10,1798,
686,HP,Notebook,15.6,1366,768,Intel Core i5 7200U ,AMD Radeon 520,2.5,4,500,,HDD,Windows 10,391,
687,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,AMD Radeon R5 M430,2,4,1024,,HDD,Windows 10,348,
688,HP,Notebook,17.3,1920,1080,AMD A10-Series 9600P  ,AMD Radeon R7 M440,2.4,6,2048,,HDD,Windows 10,363,
689,Lenovo,Notebook,15.6,1366,768,Intel Celeron Dual Core 3855U,Intel HD Graphics 510,1.6,4,500,,HDD,Windows 10,203,
690,Acer,Notebook,14,1366,768,Intel Celeron Dual Core 3855U,Intel HD Graphics 510,1.6,4,32,,Flash,Chrome OS,239,
691,Lenovo,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Windows 10,446,
692,HP,Workstation,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia Quadro M1200,2.8,8,500,,HDD,Windows 10,1219,
693,Lenovo,2 in 1 Convertible,14,2560,1440,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,1655,
694,Toshiba,Notebook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,622,
695,Acer,Netbook,11.6,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,4,32,,Flash,Windows 10,171,
696,Lenovo,2 in 1 Convertible,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1118,
697,Asus,2 in 1 Convertible,12.5,1920,1080,Intel Core M M3-6Y30 ,Intel HD Graphics 515,0.9,4,64,,Flash,Chrome OS,427,
698,Toshiba,Ultrabook,13.3,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,16,512,,SSD,Windows 10,1200,
699,HP,Notebook,15.6,1920,1080,Intel Core i7 7500U ,AMD Radeon 530,2.7,4,500,,HDD,Windows 10,440,
700,Dell,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,1024,,HDD,Windows 10,523,
701,Lenovo,Notebook,15.6,1920,1080,AMD A9-Series 9420  ,AMD Radeon 530,2.9,4,256,,SSD,Windows 10,255,
702,Lenovo,Notebook,15.6,1366,768,AMD A12-Series 9720P  ,AMD Radeon R7,3.6,8,1024,,HDD,Windows 10,274,
703,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,1024,1024,HDD,Windows 10,397,
704,Lenovo,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,No OS,287,
705,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,508,
706,Acer,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,8,256,,SSD,Windows 10,638,
707,Lenovo,Workstation,15.6,1920,1080,Intel Core i7 6500U ,Nvidia Quadro M520M,2.5,16,512,,SSD,Windows 7,1186,
708,Lenovo,Notebook,14,1920,1080,Intel Core i5 6300HQ ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,761,
709,HP,Notebook,17.3,1920,1080,AMD A10-Series 9620P  ,AMD Radeon 530,2.5,6,2048,,HDD,Windows 10,418,
710,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,8,128,1024,SSD,Windows 10,798,
711,Dell,Notebook,14,1920,1080,Intel Core i5 7440HQ ,Nvidia GeForce 930MX,2.8,8,256,,SSD,Linux,696,
712,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,1024,,HDD,Linux,464,
713,Asus,Notebook,14,1920,1080,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,32,,Flash,Windows 10,190,
714,Dell,Notebook,15.6,1920,1080,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,16,512,,SSD,Windows 10,912,
715,Lenovo,Notebook,14,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 920MX,2.5,8,256,,SSD,Windows 10,547,
716,Dell,Notebook,15.6,1920,1080,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,8,256,,SSD,Windows 10,753,
717,Lenovo,Notebook,15.6,1366,768,AMD A6-Series 7310  ,AMD Radeon R4,2,4,500,,HDD,Windows 10,190,
718,Mediacom,Notebook,14,1920,1200,Intel Atom Z8350  ,Intel HD Graphics 400,1.92,4,32,,HDD,Windows 10,169,
719,HP,Notebook,17.3,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 930MX,2.7,8,256,,SSD,Windows 10,767,
720,Lenovo,Ultrabook,14,2560,1440,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,512,,SSD,Windows 10,1078,
721,HP,2 in 1 Convertible,13.3,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,534,
722,Lenovo,Ultrabook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,958,
723,Dell,Gaming,17.3,3840,2160,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,32,1024,1024,SSD,Windows 10,2339,
724,MSI,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,8,128,1024,SSD,Windows 10,862,
725,Lenovo,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,1024,,HDD,No OS,313,
726,Dell,Notebook,15.6,1920,1080,Intel Core i5 8250U ,AMD Radeon 530,1.6,8,128,1024,SSD,Windows 10,459,
727,Dell,2 in 1 Convertible,13.3,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,1024,,HDD,Windows 10,414,
728,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,AMD Radeon R7 M445,2.5,8,1024,,HDD,Linux,376,
729,HP,Notebook,15.6,1920,1080,AMD A9-Series 9420  ,AMD Radeon 520,3,4,1024,,HDD,Windows 10,312,
730,Acer,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1060,2.6,16,128,1024,SSD,Windows 10,1237,
731,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,12,1024,,HDD,Windows 10,414,
732,HP,Notebook,15.6,1920,1080,AMD A9-Series A9-9420  ,AMD Radeon 520,3,6,128,1024,SSD,Windows 10,415,
733,Acer,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,357,
734,Lenovo,Notebook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,613,
735,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,4,1024,,HDD,Windows 10,498,
736,HP,Workstation,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia Quadro M2200,2.8,16,256,,SSD,Windows 10,1546,
737,Dell,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,8,1024,,HDD,Windows 10,421,
738,MSI,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,256,1024,SSD,Windows 10,1339,
739,Acer,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,Windows 10,262,
740,Dell,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,8,128,1024,SSD,Windows 10,771,
741,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,8,256,,SSD,Windows 10,425,
742,Toshiba,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,981,
743,Lenovo,2 in 1 Convertible,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,638,
744,Lenovo,Workstation,15.6,3840,2160,Intel Core i7 7600U ,Nvidia Quadro M520M,2.8,16,1024,,SSD,Windows 10,2109,
745,Acer,Notebook,14,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,2,32,,Flash,Chrome OS,210,
746,Samsung,Ultrabook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,256,,SSD,Windows 10,1054,
747,HP,Notebook,15.6,1920,1080,Intel Core i3 6006U ,Intel HD Graphics 520,2,8,256,,SSD,Windows 10,344,
748,Dell,Notebook,14,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,720,
749,HP,Workstation,17.3,1920,1080,Intel Xeon E3-1535M v5 ,Nvidia Quadro M2000M,2.9,16,256,,SSD,Windows 7,2806,
750,Lenovo,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,128,,SSD,Windows 10,303,
751,HP,Notebook,15.6,1920,1080,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,8,256,,SSD,Windows 10,1214,
752,Asus,Notebook,15.6,1366,768,Intel Core i5 6300HQ ,Nvidia GeForce GTX 950M,2.3,4,1024,,HDD,No OS,370,
753,Lenovo,Ultrabook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,180,,SSD,Windows 10,700,
754,Asus,Notebook,15.6,1366,768,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,4,256,,SSD,Windows 10,543,
755,Lenovo,2 in 1 Convertible,13.3,3200,1800,Intel Core i5 6260U ,Intel HD Graphics 540,1.8,8,256,,SSD,Windows 10,766,
756,HP,Notebook,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,128,1024,SSD,Windows 10,702,
757,HP,Workstation,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia Quadro M1000M,2.6,8,256,,SSD,Windows 7,998,
758,Dell,Gaming,15.6,3840,2160,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,256,1024,SSD,Windows 10,1834,
759,Acer,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Windows 10,382,
760,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,128,1024,SSD,Windows 10,670,
761,Dell,Ultrabook,12.5,1920,1080,Intel Core i7 7600U ,Intel HD Graphics 620,2.8,16,256,,SSD,Windows 10,1188,
762,Google,Ultrabook,12.3,2400,1600,Intel Core i5 7Y57 ,Intel HD Graphics 615,1.2,8,256,,SSD,Chrome OS,996,
763,Asus,Ultrabook,13.3,3200,1800,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,721,
764,Dell,Notebook,13.3,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,Windows 10,542,
765,Acer,Notebook,13.3,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,128,,SSD,Windows 10,418,
766,Asus,Notebook,17.3,1366,768,Intel Pentium Quad Core N4200,Nvidia GeForce 920MX,1.1,4,1024,,HDD,Windows 10,300,
767,Dell,Gaming,15.6,3840,2160,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,16,128,1024,SSD,Windows 10,702,
768,Samsung,Ultrabook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,1022,
769,Acer,Notebook,15.6,1366,768,Intel Pentium Quad Core N4200,Intel HD Graphics 505,1.1,4,1024,,HDD,Linux,190,
770,Dell,Notebook,15.6,1920,1080,Intel Core i7 7500U ,AMD Radeon R7 M445,2.7,16,256,,SSD,Windows 10,755,
771,Samsung,2 in 1 Convertible,15,1920,1080,Intel Core i7 7500U ,AMD Radeon 540,2.7,16,256,,SSD,Windows 10,1150,
772,Toshiba,Notebook,14,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,128,,SSD,Windows 10,652,
773,Dell,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,1024,,HDD,Windows 10,702,
774,HP,Ultrabook,12.5,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,256,,SSD,Windows 10,795,
775,Asus,2 in 1 Convertible,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,12,2048,,HDD,Windows 10,536,
776,Lenovo,Notebook,15.6,3840,2160,Intel Core i7 6820HQ ,Nvidia Quadro M2000M,2.7,16,512,,SSD,Windows 7,1515,
777,Acer,Notebook,14,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,128,,SSD,Windows 10,406,
778,Razer,Gaming,14,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,512,,SSD,Windows 10,1853,
779,Asus,Notebook,15.6,1920,1080,Intel Pentium Dual Core N4200,Intel HD Graphics 505,1.1,8,128,,SSD,Windows 10,372,
780,Dell,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070M,2.8,32,1024,1024,SSD,Windows 10,2294,
781,Asus,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1070,2.6,16,256,1024,SSD,Windows 10,1502,
782,Toshiba,Ultrabook,14,1920,1080,Intel Core i7 6600U ,Nvidia GeForce 930M,2.6,16,512,,SSD,Windows 10,1127,
783,Lenovo,Notebook,15.6,1366,768,Intel Celeron Quad Core N3710,Intel HD Graphics 405,1.6,8,1024,,HDD,No OS,210,
784,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1469,
